word,
〜的,
一例,
一周,
下着,
予約,
人参,
人性,
人格,
例えば,
例外,
例文,
具合,
勉強する,
動かす,
動き,
卒業,
協会,
協力,
参る,
合わせる,
合図,
合格する,
周り,
周囲,
周年,
周期,
四季,
回転ずし,
回転する,
囲む,
固い,
基本,
場合,
失望,
女性,
妥協,
完了,
完全,
完成,
山登り,
希望,
待たせる,
待ちぼうけ,
待合,
念願,
性,
性格,
性病,
悪例,
悪口,
悪気,
意図的,
意地悪,
才能,
技,
技能,
折る,
折角,
文化祭,
料理,
旅行する,
旅行者,
日本的,
望み,
望む,
期待する,
木材,
本能,
材料,
材木,
束,
松,
松葉,
格好,
残り,
残る,
残念,
残業,
気持ち悪い,
水着,
流れる,
流行歌,
流行語,
消える,
消しゴム,
消化する,
消化不良,
深さ,
温める,
特技,
理性,
男性,
目的,
着ける,
着物,
知り合い,
約,
約束,
美術,
能力,
自動,
良好,
芸人,
芸者,
芸能界,
芸術,
落ち着く,
言葉つき,
試合,
起こす,
近代的,
運動会,
間に合う,
雰囲気,
頑固,
願望,
骨,
骨折,
骨格,
